Customer_ID,Age,Annual_Income,Loan_Amount,Debt_Ratio,Monthly_Income,Number_of_Open_Credit_Lines,Number_of_Late_Payments,Credit_Utilization_%,Defaults
14077,38,44723,45790,0.54,8542,2,4,51.83,0
14078,23,32943,43018,0.85,7929,4,7,73.9,1
14079,48,30306,31894,0.83,10362,2,8,82.29,1
14080,26,56784,30842,0.49,2185,2,2,23.64,0
14081,64,138628,20648,0.35,6527,3,3,14.05,0
14082,64,141401,32756,0.58,3474,14,8,21.56,1
14083,41,40455,23407,0.64,9094,10,8,40.69,0
14084,48,110027,45561,0.5,10703,13,2,96.09,0
14085,60,91448,18058,0.76,11076,5,1,13.85,1
14086,21,49974,11070,0.25,5638,8,6,92.78,0
14087,56,47371,40025,0.37,10602,10,3,60.52,0
14088,41,118746,34779,0.65,2817,2,2,19.21,0
14089,63,121248,17616,0.3,6964,14,1,23.75,0
14090,55,23936,31373,0.45,6615,13,9,72.04,0
14091,33,53166,35941,0.87,8909,5,7,64.76,0
14092,69,45727,37152,0.6,2066,11,6,25.07,1
14093,30,134000,1797,0.86,9395,12,4,91.39,0
14094,64,83969,40889,0.68,11157,13,6,21.96,0
14095,67,48368,14594,0.68,10899,4,0,56.04,0
14096,30,88531,48754,0.57,8797,12,8,57.55,0
14097,66,59097,8690,0.21,3965,13,7,88.35,0
14098,33,54984,13669,0.52,5644,14,3,11.99,0
14099,57,70859,19973,0.3,5848,14,0,22.28,0
14100,58,64291,22085,0.9,5426,3,3,25.36,1
14101,44,85228,29787,0.31,9059,10,0,15.66,0
14102,22,112099,26084,0.28,5510,6,5,66.83,0
14103,42,42150,25051,0.6,4377,9,7,30.66,0
14104,37,42061,12554,0.51,2900,8,4,61.9,0
14105,56,49178,38639,0.12,8207,2,8,80.44,0
14106,34,120872,14354,0.2,11260,1,9,46.77,0
14107,30,76790,6289,0.75,2240,8,1,79.2,0
14108,55,85696,25744,0.49,7830,5,1,80.01,0
14109,45,35648,18945,0.22,10391,2,3,33.71,0
14110,23,81779,25243,0.47,2202,10,5,11.42,0
14111,67,126371,49599,0.3,7755,1,5,19.3,0
14112,58,56672,40054,0.28,5888,11,5,84.12,0
14113,37,89109,25227,0.87,10647,8,5,46.48,0
14114,32,80521,28748,0.39,10565,8,0,85.52,0
14115,44,54593,17958,0.14,8627,6,0,59.28,0
14116,49,33786,47684,0.88,3320,5,2,27.77,0
14117,63,114036,10934,0.74,9406,5,1,74.1,0
14118,45,29815,46530,0.3,6244,6,6,60.24,1
14119,56,41966,11550,0.43,5891,5,5,41.66,1
14120,46,33794,5024,0.79,2879,2,4,17.89,0
14121,58,51423,32772,0.39,9970,7,7,19.21,0
14122,21,119480,9722,0.55,9538,4,1,26.97,0
14123,40,41302,3120,0.53,5847,7,6,70.56,0
14124,48,81064,31089,0.42,10723,1,9,75.52,0
14125,36,106800,22348,0.61,2843,6,3,66.78,1
14126,67,105140,6877,0.48,6770,2,2,40.35,0
14127,37,47835,44488,0.12,2104,3,0,49.64,0
14128,60,93356,19904,0.75,8019,3,9,73.86,1
14129,48,69282,21792,0.19,9032,10,1,69.39,0
14130,32,148451,27037,0.47,8083,1,6,79.57,0
14131,47,141347,18335,0.56,2091,14,2,31.7,1
14132,62,72714,15659,0.66,9538,5,4,10.4,0
14133,67,87035,30684,0.43,7663,13,2,33.98,0
14134,50,43814,1964,0.69,5454,8,6,41.31,0
14135,61,44089,35902,0.21,9703,12,3,96.45,1
14136,54,93162,36012,0.62,8279,14,7,29.6,0
14137,57,75831,36571,0.76,1621,8,9,84.38,1
14138,26,52746,4911,0.81,3776,10,7,66.03,0
14139,27,101673,12216,0.56,9595,12,3,25.08,0
14140,52,71940,2408,0.35,8576,11,1,46.32,0
14141,52,106796,22621,0.23,2377,7,6,55.91,0
14142,45,56476,21977,0.38,2285,7,0,40.97,0
14143,53,46283,14195,0.53,3576,8,8,30.35,1
14144,27,21769,44938,0.26,7171,13,4,32.76,0
14145,32,62278,41431,0.86,1600,8,9,62.67,0
14146,36,66994,43577,0.82,10067,14,3,71.93,0
14147,36,82898,8113,0.13,10337,5,3,52.21,0
14148,63,35634,41910,0.55,4882,7,8,94.76,0
14149,56,125035,23761,0.73,7460,12,0,75.57,0
14150,33,146259,25992,0.3,7843,2,3,90.26,0
14151,27,30965,14778,0.52,6316,4,5,52.81,1
14152,56,47566,22985,0.42,3523,6,7,11.34,0
14153,67,72196,5367,0.26,8792,11,1,63.29,0
14154,29,118679,46447,0.59,11644,14,7,83.64,1
14155,52,68285,11786,0.89,2545,10,8,58.29,0
14156,31,75499,46780,0.39,3597,14,7,61.11,0
14157,28,39420,43706,0.54,5322,3,4,97.75,0
14158,53,45236,45461,0.36,6321,2,0,42.95,0
14159,43,26218,31908,0.8,5366,12,5,82.17,1
14160,45,144283,12051,0.79,7709,1,0,55.46,0
14161,28,69892,37746,0.24,11706,4,3,51.73,1
14162,65,94031,16611,0.82,9576,2,8,23.1,0
14163,42,119389,5490,0.22,3849,14,4,77.36,0
14164,24,84057,32313,0.18,1883,3,6,84.1,0
14165,60,98609,7377,0.62,4085,12,8,48.78,0
14166,23,96907,10903,0.41,2202,10,3,78.72,0
14167,49,103130,15567,0.52,3596,11,4,62.3,0
14168,61,31226,23885,0.62,1818,11,5,33.18,0
14169,49,143108,29222,0.14,9712,11,0,93.13,0
14170,54,72271,49556,0.33,2091,6,9,72.71,1
14171,54,30046,27606,0.47,5604,10,4,89.05,1
14172,48,134955,18440,0.31,11888,3,9,35.33,0
14173,33,137462,3260,0.14,2960,3,3,92.47,1
14174,35,129345,31267,0.17,3411,4,0,42.82,0
14175,43,57117,28002,0.74,4626,3,3,10.86,0
14176,64,149980,17833,0.83,8412,6,4,16.75,1
14177,46,24965,4498,0.22,8347,9,8,18.04,0
14178,24,79478,47729,0.3,8544,8,0,28.64,0
14179,46,131796,11518,0.62,6848,2,5,26.79,0
14180,60,98872,13501,0.86,2770,3,7,15.21,0
14181,29,77277,23254,0.34,8666,8,8,90.59,0
14182,25,105379,35076,0.78,1781,3,4,84.55,0
14183,52,79613,16902,0.5,6712,5,1,78.65,0
14184,40,37373,34485,0.87,3329,12,0,53.12,0
14185,31,65452,26545,0.21,10244,11,4,48.26,0
14186,35,70089,4345,0.88,5239,12,2,48.28,1
14187,52,26654,16370,0.45,7776,12,5,33.56,0
14188,48,51280,47721,0.86,4464,9,8,64.74,0
14189,42,76141,29231,0.47,7116,2,0,15.32,0
14190,61,143319,42863,0.52,9263,9,3,69.29,0
14191,37,125646,10642,0.74,4307,10,3,56.25,0
14192,46,107943,18839,0.68,4419,5,6,83.49,1
14193,64,87894,24681,0.6,3070,9,1,97.55,1
14194,27,46583,8035,0.43,11988,4,7,88.89,0
14195,62,138033,34299,0.73,7256,8,5,74.79,1
14196,46,114242,36035,0.86,8207,8,3,48.95,0
14197,45,26360,24583,0.11,9449,3,2,29.31,0
14198,30,73968,23105,0.57,8376,5,9,69.84,0
14199,65,23743,17130,0.79,9752,10,6,28.14,0
14200,39,27159,14736,0.62,5075,1,8,11.82,0
14201,31,52151,43281,0.74,4328,13,1,61.59,0
14202,33,20518,14815,0.82,4074,6,7,45.47,0
14203,28,36652,25396,0.7,4882,9,1,88.84,0
14204,60,98461,25312,0.67,5264,12,5,68.12,0
14205,24,133114,13244,0.87,11939,14,7,68.25,0
14206,67,134543,43668,0.79,4924,1,0,80.91,0
14207,51,140132,12718,0.75,2598,2,6,40.21,1
14208,48,91011,17784,0.17,1697,14,8,96.24,0
14209,31,122489,31683,0.29,11783,7,5,29.92,0
14210,63,123465,45590,0.55,4188,6,5,88.45,0
14211,21,62348,44997,0.67,8598,10,8,91.98,1
14212,69,95422,32428,0.34,7629,11,1,13.51,0
14213,67,97001,37759,0.17,11260,3,3,66.86,0
14214,58,144269,27490,0.35,10562,2,7,77.45,1
14215,44,138553,41701,0.72,2009,7,4,95.84,0
14216,67,96757,48351,0.8,3963,10,8,32.62,0
14217,51,44395,42001,0.83,8597,10,2,60.57,0
14218,61,22335,46856,0.4,3388,5,5,79.58,0
14219,66,121978,17410,0.4,3750,6,5,23.35,0
14220,46,90112,36386,0.43,6171,9,2,86.77,0
14221,69,133276,10362,0.4,6510,13,5,46.33,0
14222,25,20500,40407,0.63,2484,7,0,67.58,1
14223,40,144541,25011,0.39,2295,4,4,13.78,0
14224,61,112211,8042,0.12,7589,11,1,30.06,0
14225,31,28083,26286,0.45,2347,9,7,53.04,0
14226,53,126598,12391,0.28,2891,3,6,36.03,0
14227,58,101256,27999,0.12,9093,4,6,96.21,0
14228,47,25543,3018,0.48,7217,10,9,81.54,0
14229,54,137434,13952,0.26,4493,3,3,87.84,0
14230,35,88812,17240,0.46,9127,10,1,51.97,0
14231,52,72237,22262,0.32,5957,11,2,52.63,0
14232,41,116171,20282,0.58,6071,12,9,82.47,1
14233,66,140423,23459,0.89,11924,3,3,44.88,0
14234,25,109716,35815,0.54,11129,12,2,53.28,0
14235,26,26613,18942,0.62,10093,1,2,57.57,0
14236,58,130033,2722,0.84,11912,5,0,64.64,0
14237,42,86863,37820,0.4,2377,4,0,68.5,0
14238,38,60540,2651,0.23,4654,11,7,71.27,0
14239,34,96202,22606,0.33,7209,9,7,49.96,0
14240,30,46255,35546,0.42,10598,4,0,36.56,0
14241,66,149133,1683,0.62,5941,3,3,92.81,1
14242,33,105666,43239,0.1,2595,6,1,84.4,0
14243,51,42068,19394,0.78,3306,12,0,10.31,0
14244,50,69057,47705,0.16,7496,12,1,56.16,0
14245,23,38946,19966,0.82,3176,10,0,34.71,0
14246,50,40547,27469,0.86,9899,11,4,67.85,0
14247,26,105237,9505,0.89,11057,5,9,55.24,1
14248,49,137124,41211,0.75,7001,4,5,11.9,0
14249,28,25769,6492,0.21,11101,1,7,75.5,0
14250,64,44883,17827,0.66,8776,11,9,34.78,0
14251,65,81340,28492,0.26,11755,13,7,33.42,0
14252,63,99199,4266,0.82,8681,3,3,12.87,1
14253,64,124222,6909,0.35,9937,14,2,84.55,0
14254,53,135777,13869,0.36,9568,13,4,62.1,0
14255,37,122859,40782,0.83,4102,13,7,53.64,0
14256,68,55162,22863,0.11,6667,4,4,70.82,0
14257,31,108388,45055,0.26,4981,10,9,41.08,0
14258,33,105924,8819,0.44,2977,11,6,61.25,0
14259,31,53434,30136,0.66,7785,8,3,32.43,0
14260,51,42102,15837,0.62,3997,9,1,15.67,0
14261,48,41536,48954,0.64,7350,14,8,60.52,0
14262,64,97891,11056,0.8,2980,8,9,29.91,0
14263,26,87770,1715,0.2,3287,9,1,77.5,0
14264,61,124639,18275,0.52,3312,10,1,50.67,0
14265,36,70388,21191,0.68,4423,1,7,32.54,0
14266,24,70775,17884,0.61,4061,11,9,64.75,0
14267,55,51147,46462,0.46,4446,1,5,20.5,0
14268,68,70526,9894,0.11,2415,14,4,78.53,0
14269,46,43659,19717,0.15,10584,3,2,50.7,0
14270,32,129807,19578,0.2,7871,13,6,83.14,0
14271,31,124663,24321,0.37,8813,4,7,22.43,0
14272,57,102096,43969,0.19,4315,2,8,44.43,0
14273,45,132180,25959,0.44,6785,10,1,26.2,0
14274,38,144233,11515,0.24,6093,7,7,15.51,1
14275,39,43088,10077,0.72,2476,9,4,95.98,0
14276,43,88464,22443,0.8,2249,11,0,75.4,0
14277,58,143505,11443,0.41,5055,6,9,39.3,0
14278,38,125921,38208,0.51,9080,4,6,32.15,0
14279,46,79998,2783,0.86,6299,6,6,28.39,0
14280,26,60382,14113,0.53,8955,1,9,13.87,0
14281,24,48184,6385,0.9,4515,6,2,19.24,1
14282,64,40099,37885,0.21,9960,4,2,19.26,0
14283,49,89810,7982,0.79,4528,3,3,69.96,0
14284,54,110506,36351,0.5,7948,6,4,63.52,0
14285,37,111280,43689,0.12,10703,9,4,61.14,0
14286,63,57739,14407,0.88,11827,8,4,76.1,0
14287,63,147937,16316,0.87,6739,8,5,32.61,0
14288,36,28389,47524,0.41,2748,9,0,40.82,0
14289,22,37352,25838,0.86,10454,6,6,21.4,0
14290,54,146788,28207,0.21,10414,8,3,62.89,0
14291,28,137843,49116,0.64,2905,7,4,93.96,0
14292,33,41148,29402,0.25,7654,12,7,87.68,0
14293,62,51828,3430,0.3,1938,1,7,59.95,0
14294,28,88040,40828,0.72,1814,6,4,68.01,0
14295,50,76795,3936,0.4,3612,12,2,99.31,0
14296,52,78620,12864,0.11,6496,14,9,56.56,0
14297,56,124310,26115,0.43,2091,14,7,88.35,0
14298,67,114279,10307,0.28,7033,11,1,55.06,0
14299,50,114430,7709,0.65,5170,4,8,14.31,0
14300,21,116531,30854,0.26,9548,3,5,94.12,0
14301,63,77114,42843,0.77,3409,3,9,20.07,0
14302,59,60711,21707,0.31,9527,13,3,73.38,0
14303,37,135957,40384,0.41,5963,12,3,31.42,1
14304,40,37748,36187,0.34,8274,10,2,91.09,0
14305,44,108636,2399,0.62,3923,13,4,28.04,0
14306,42,53691,43536,0.18,4770,13,5,22.61,0
14307,49,135158,25188,0.48,10945,12,9,49.48,0
14308,42,108517,15245,0.37,2953,13,2,54.7,0
14309,64,85282,46746,0.81,1695,13,8,83.7,1
14310,29,118244,24371,0.16,7086,8,7,78.62,1
14311,57,80360,48204,0.76,10481,1,5,39.54,1
14312,30,30246,33286,0.23,11896,7,4,44.65,0
14313,56,130779,22693,0.17,5053,11,2,61.9,0
14314,57,79395,35303,0.26,10504,10,2,59.64,0
14315,48,52486,22137,0.18,6430,4,7,87.58,0
14316,48,50340,42049,0.52,4080,1,5,52.52,1
14317,62,104874,16365,0.89,11223,14,9,90.42,1
14318,63,70300,14450,0.13,9665,14,5,28.46,1
14319,41,23086,5190,0.47,1904,2,3,88.09,0
14320,44,111071,43861,0.41,9644,7,2,37.39,0
14321,62,34860,44639,0.37,4344,10,5,81.03,0
14322,60,37013,24937,0.37,3836,1,0,60.88,0
14323,22,27407,8452,0.82,9346,6,4,88.8,0
14324,28,53542,4960,0.12,1589,4,6,30.81,1
14325,68,44935,40602,0.72,11097,3,0,73.13,0
14326,47,127013,31185,0.3,6562,7,9,86.41,0
14327,42,69079,11564,0.41,8228,9,3,79.9,1
14328,57,54111,48510,0.44,11309,5,1,60.94,0
14329,47,76550,6091,0.34,5094,6,0,70.79,0
14330,49,95697,31519,0.17,11217,7,0,27.69,0
14331,23,109117,4710,0.19,11387,10,6,29.48,1
14332,64,117813,40395,0.34,5541,13,5,34.06,0
14333,33,106936,8988,0.76,10444,12,6,84.52,1
14334,65,96955,36754,0.21,2215,6,0,25.07,0
14335,30,60565,29114,0.69,3941,6,9,36.9,1
14336,56,39283,24074,0.33,9639,3,2,92.84,0
14337,29,86470,22198,0.81,4929,11,6,77.97,1
14338,47,120290,11509,0.44,6768,3,9,75.98,1
14339,54,106916,26180,0.24,10166,14,9,50.96,0
14340,21,99552,49068,0.89,4321,5,8,73.21,1
14341,52,141230,46433,0.24,9560,7,5,60.92,0
14342,45,58233,17560,0.55,11343,12,7,16.43,1
14343,49,148194,44281,0.56,7651,13,8,61.89,0
14344,27,42695,43674,0.4,8896,6,6,50.7,0
14345,69,110488,39938,0.86,11809,2,8,20.26,0
14346,23,146440,36391,0.78,11779,3,9,40.98,0
14347,40,62734,29731,0.76,4401,12,3,90.53,0
14348,40,101257,20162,0.88,4600,5,8,82.33,1
14349,50,21505,49344,0.47,5092,13,8,92.25,0
14350,55,25363,26236,0.18,9874,7,1,74.54,0
14351,55,68708,38133,0.71,8165,13,8,66.93,0
14352,69,63614,12379,0.4,8332,13,2,22.53,1
14353,59,21010,5340,0.25,11314,6,6,19.65,1
14354,47,133228,5755,0.49,1583,13,2,32.21,0
14355,46,131786,49731,0.84,1585,10,4,38.28,0
14356,34,39861,42866,0.24,8964,3,1,64.63,0
14357,37,44125,49759,0.78,11434,7,9,88.96,1
14358,38,144110,20905,0.43,2810,5,9,90.17,0
14359,65,29369,19259,0.21,10632,10,2,71.41,0
14360,49,89393,32255,0.78,2536,14,9,61.65,0
14361,40,46671,37726,0.88,2900,4,3,31.99,1
14362,47,95400,35904,0.33,4980,12,9,94.42,0
14363,38,84512,44556,0.34,6320,6,5,70.4,0
14364,24,118026,42813,0.41,7249,2,5,58.01,1
14365,21,95656,32614,0.75,6213,7,2,19.36,0
14366,21,105759,1506,0.11,7658,2,2,84.33,0
14367,46,117686,9599,0.28,2224,7,8,41.41,0
14368,65,64138,22774,0.66,1687,8,9,91.05,1
14369,40,73420,9715,0.42,7877,2,1,25.16,0
14370,43,88089,22997,0.36,6330,8,3,14.37,1
14371,30,35489,36818,0.8,8101,12,4,49.13,0
14372,31,79789,15783,0.83,4272,13,7,17.05,0
14373,61,89925,32262,0.86,6112,7,7,15.56,0
14374,61,69703,24476,0.32,4080,3,5,74.24,0
14375,25,107486,3397,0.83,5200,13,1,33.16,0
14376,21,96625,41680,0.69,4439,7,9,67.5,0
14377,37,127535,28475,0.22,2638,1,9,61.37,0
14378,42,140446,35077,0.59,8711,2,0,22.67,0
14379,54,78228,40970,0.12,9895,5,6,44.72,0
14380,65,148348,8700,0.67,9140,11,9,15.95,0
14381,61,23051,5718,0.69,4880,13,0,47.95,0
14382,49,58090,28111,0.73,2845,9,2,26.41,0
14383,24,48805,39718,0.24,10052,1,8,18.67,0
14384,25,114978,11233,0.6,2643,5,5,38.53,0
14385,31,64557,15171,0.24,1713,6,7,10.31,0
14386,41,22555,11726,0.86,3348,14,8,78.2,1
14387,55,70241,27768,0.64,2141,14,6,24.24,1
14388,32,98303,18139,0.18,2105,3,7,66.33,1
14389,46,147838,1145,0.25,1865,5,3,84.93,0
14390,39,85994,45782,0.63,2728,2,4,92.55,0
14391,65,134005,20958,0.48,2398,11,6,60.18,0
14392,27,36066,27203,0.69,4250,8,8,80.95,1
14393,67,24721,22307,0.32,6880,12,7,50.93,0
14394,27,97982,35626,0.63,1589,3,6,54.12,0
14395,46,26304,38490,0.24,2488,5,3,59.21,0
14396,60,131869,4598,0.53,8557,13,0,70.31,0
14397,25,62967,14583,0.87,3940,12,0,70.29,0
14398,41,120224,48637,0.6,7063,1,4,80.68,0
14399,34,98763,18013,0.14,1792,5,6,65.52,0
14400,24,60462,48984,0.89,11181,1,7,89.44,1
14401,43,140356,45126,0.23,6226,9,6,73.83,0
14402,62,91834,37286,0.67,5765,2,3,93.61,0
14403,40,124933,38120,0.53,6929,6,6,77.54,0
14404,35,131023,45874,0.34,11141,9,5,76.48,0
14405,65,123450,41197,0.24,6485,3,7,87.44,0
14406,49,70155,10096,0.24,10782,6,8,69.02,0
14407,28,137771,6555,0.79,7699,1,0,26.16,0
14408,61,95842,33719,0.8,4115,14,1,17.47,0
14409,68,22589,8997,0.47,9842,7,7,38.42,0
14410,39,145023,11809,0.18,6934,2,6,83.3,0
14411,68,57078,28365,0.81,2483,5,6,11.95,0
14412,59,120545,26618,0.49,3319,5,2,23.5,0
14413,66,74918,26964,0.45,2476,12,6,19.55,0
14414,48,33601,10868,0.43,7649,1,3,13.35,0
14415,66,27711,22882,0.39,9880,11,9,82.93,0
14416,47,106900,21639,0.52,7960,7,9,35.16,0
14417,24,79430,37963,0.58,4278,4,1,75.6,0
14418,35,83327,42224,0.47,4071,4,0,22.77,0
14419,55,119242,37589,0.82,10878,7,7,46.8,0
14420,57,115146,30470,0.35,5401,10,4,20.48,0
14421,21,122605,45446,0.56,4939,13,9,10.22,0
14422,23,23970,6178,0.34,8733,1,3,65.18,0
14423,67,147917,11898,0.7,11039,14,8,53.29,0
14424,44,89535,6566,0.18,6984,6,4,47.5,0
14425,47,106570,21353,0.25,9037,1,9,17.08,0
14426,60,141315,39188,0.74,4907,13,1,62.94,0
14427,56,56176,34375,0.25,10358,6,8,80.2,0
14428,54,132111,6674,0.6,2272,10,9,16.05,0
14429,49,61730,23272,0.88,10856,2,6,47.21,0
14430,44,102168,22716,0.52,6453,10,8,38.04,0
14431,44,33385,24740,0.25,6094,11,4,90.27,0
14432,62,143252,24170,0.36,10340,1,6,33.64,0
14433,24,25950,36162,0.76,11915,8,7,94.99,1
14434,23,121230,12051,0.38,6446,7,3,84.56,0
14435,54,93511,9070,0.68,10751,2,7,19.01,0
14436,69,73009,30472,0.72,2487,2,6,53.26,0
14437,43,106850,43807,0.5,3690,5,2,68.41,0
14438,43,43398,35789,0.73,6123,4,7,63.38,0
14439,65,45277,21982,0.35,3285,12,3,71.13,1
14440,25,46761,32518,0.51,11219,4,1,48.37,1
14441,51,84435,20399,0.65,7649,9,8,91.43,1
14442,61,83944,28313,0.23,8316,11,7,34.33,0
14443,26,51533,17110,0.32,3401,1,3,18.47,0
14444,57,92502,35816,0.62,3903,14,2,98.02,0
14445,30,127437,23353,0.62,4485,13,2,68.68,0
14446,60,146794,29530,0.49,3350,10,5,69.33,0
14447,27,92123,1893,0.74,10699,9,1,83.58,0
14448,59,42880,46811,0.49,6655,12,2,47.93,0
14449,58,90627,29724,0.81,10237,3,0,44.76,0
14450,41,61753,27885,0.69,7517,8,9,95.42,1
14451,40,116666,45560,0.35,10216,5,4,44.81,0
14452,23,102597,14613,0.42,11429,10,2,17.06,0
14453,42,107829,15316,0.63,2580,3,6,37.7,1
14454,67,21561,7087,0.82,3521,9,8,88.62,1
14455,24,73205,36701,0.24,8674,9,4,18.55,0
14456,48,126948,19665,0.51,7062,8,1,74.5,0
14457,32,79810,42032,0.2,11030,3,1,33.98,0
14458,58,133089,35148,0.32,11850,3,3,77.12,0
14459,56,84482,30622,0.65,11022,10,9,56.31,0
14460,67,89192,31298,0.16,2270,12,8,67.29,0
14461,61,107154,17867,0.63,9680,11,1,31.89,0
14462,25,106066,42989,0.82,7286,10,4,25.13,1
14463,33,107408,45741,0.88,11433,3,6,15.7,0
14464,43,142769,14164,0.27,8859,14,9,84.3,0
14465,50,48330,21163,0.7,8445,11,3,73.94,0
14466,57,36139,7101,0.84,8946,6,6,36.4,0
14467,45,148514,38722,0.17,11050,12,6,85.32,0
14468,68,52977,39721,0.43,8280,2,1,85.03,0
14469,47,24983,40048,0.84,3096,9,1,22.4,1
14470,34,59909,34546,0.26,11672,2,1,74.23,0
14471,68,128422,4475,0.85,10247,10,8,36.31,0
14472,67,84480,5723,0.52,6946,8,0,52.05,0
14473,56,69029,15890,0.18,5854,10,5,48.71,0
14474,59,41329,24270,0.46,2334,4,6,64.02,0
14475,36,142668,7713,0.36,11339,4,8,41.24,1
14476,42,56734,28853,0.33,10558,5,2,16.59,0
14477,41,62837,9601,0.53,2403,14,8,70.54,0
14478,41,94354,18443,0.49,1642,1,6,96.45,1
14479,28,96454,18984,0.49,7520,4,4,70.11,0
14480,69,127954,13735,0.17,9386,6,4,58.56,1
14481,36,137512,19617,0.74,5223,12,6,24.73,0
14482,51,86786,27228,0.49,4286,10,9,66.27,1
14483,62,24758,43257,0.76,4890,2,5,65,0
14484,30,122667,14974,0.76,8445,14,7,65.69,0
14485,52,87699,47492,0.35,4259,11,9,90.31,1
14486,54,128119,45182,0.1,9319,3,9,74.47,0
14487,29,120157,11623,0.83,11413,11,8,80.51,1
14488,37,102673,16395,0.71,4653,14,5,38.2,0
14489,31,117639,7469,0.19,4331,4,2,34.33,1
14490,52,41832,26040,0.66,8012,3,8,28.61,0
14491,30,21868,44473,0.12,11396,9,1,80.05,1
14492,42,148039,4166,0.12,10149,6,4,72.87,1
14493,37,134869,22637,0.52,10968,11,9,40.79,0
14494,24,70665,3209,0.18,9031,5,3,22.7,0
14495,68,133872,9747,0.87,6812,5,1,86.2,0
14496,67,61862,34067,0.82,8945,2,5,44.59,0
14497,45,39728,21250,0.62,8702,12,9,27.08,0
14498,41,123542,25931,0.15,3108,14,6,23,0
14499,57,113565,47319,0.36,5394,13,1,92.77,1
14500,58,59857,34331,0.4,8288,9,2,21.71,0
14501,69,48183,13201,0.48,2596,2,4,42.37,0
14502,21,108321,42982,0.24,2126,5,8,66.9,0
14503,45,148482,32305,0.56,2790,7,6,46.73,0
14504,56,38940,18574,0.45,6217,3,2,52.97,0
14505,37,145019,31859,0.86,4911,13,9,82.24,1
14506,61,140786,11096,0.85,3644,8,3,99.93,0
14507,44,25280,11228,0.55,2399,5,6,52.05,0
14508,22,122548,10218,0.62,2197,10,0,44.09,0
14509,60,22164,25831,0.21,7580,12,3,46.61,0
14510,35,141289,19802,0.28,5555,3,0,43.22,0
14511,52,112724,48381,0.82,8731,3,4,52.64,0
14512,59,133453,19947,0.66,4940,3,1,39.98,0
14513,26,149068,20335,0.25,4916,11,8,51.64,0
14514,21,99624,47861,0.56,3989,12,2,95.09,0
14515,67,38405,30907,0.85,8094,3,4,35.76,0
14516,43,22821,17653,0.38,7877,4,7,68.67,0
14517,59,75090,40387,0.25,7619,10,7,53.82,0
14518,37,42516,23031,0.85,2292,1,8,75.92,1
14519,54,30473,10119,0.47,11767,12,2,52.51,0
14520,61,66454,5555,0.43,9248,3,2,24.45,0
14521,49,62530,47095,0.31,2422,10,3,88.52,0
14522,29,124273,2042,0.81,2981,10,5,70.82,1
14523,33,144852,39212,0.78,8487,5,6,57.33,0
14524,26,97714,5188,0.42,9005,13,0,84.8,0
14525,26,145124,14060,0.12,10433,8,1,97.86,1
14526,40,124472,11233,0.46,3533,8,2,46.85,0
14527,23,112554,4088,0.24,2945,9,0,41.78,0
14528,37,102633,2646,0.21,10066,9,2,77.82,0
14529,69,99632,14127,0.41,4409,13,3,50.91,0
14530,32,125507,33615,0.18,7268,6,5,17.72,0
14531,68,89081,1487,0.87,10315,13,4,41.9,1
14532,67,44798,16453,0.14,7942,10,5,82.78,0
14533,65,20863,35515,0.42,10740,7,8,73.6,0
14534,21,36148,17911,0.23,2105,12,0,87.66,0
14535,37,106545,18551,0.65,3613,13,2,23.2,0
14536,23,74459,17278,0.16,4076,11,7,31.95,0
14537,46,103345,21856,0.54,7240,12,8,29.33,0
14538,35,104224,12931,0.72,7010,14,1,97.42,1
14539,56,86189,23188,0.86,1777,4,9,25.2,0
14540,52,144039,1483,0.66,3557,3,4,63.81,0
14541,52,28129,1451,0.18,2664,11,2,66.96,0
14542,24,111954,5069,0.17,4671,3,9,65.7,0
14543,38,43118,14386,0.69,6806,2,1,72.25,1
14544,69,20443,8207,0.27,8036,8,8,53.55,0
14545,39,47041,38165,0.46,1760,7,4,17.53,0
14546,63,109379,39439,0.88,6685,8,8,73.11,1
14547,55,41053,19157,0.76,5065,13,0,35.3,0
14548,60,116384,23006,0.78,5318,6,3,16.83,0
14549,34,123410,10190,0.79,6062,13,0,25.28,0
14550,53,57204,41180,0.6,7707,10,4,35.85,0
14551,34,137545,19449,0.7,4294,12,4,48.92,0
14552,54,62240,42357,0.39,10895,10,6,87.52,0
14553,24,121343,30678,0.9,8488,5,6,58.29,0
14554,44,146675,15929,0.32,3512,1,7,52.48,0
14555,49,113749,40100,0.57,11502,8,5,27.21,0
14556,39,81102,49747,0.33,7742,2,9,96.33,0
14557,26,28291,8913,0.19,9995,1,2,91.77,0
14558,53,128582,10995,0.55,2596,9,8,83.45,0
14559,69,36285,27727,0.38,2666,14,4,39.08,1
14560,60,112422,2946,0.57,5809,11,8,60.55,0
14561,39,81589,37183,0.55,9384,11,4,45,0
14562,21,33944,2394,0.53,3852,8,2,46.26,0
14563,25,121041,48852,0.2,7033,11,6,16.49,0
14564,47,108876,3421,0.45,9584,9,8,22.6,0
14565,36,115561,21303,0.75,7348,5,0,96.51,0
14566,26,74391,41113,0.35,10036,3,2,64.91,0
14567,60,21607,20467,0.46,2243,14,6,10.57,1
14568,33,149242,41798,0.5,11313,11,8,82.83,0
14569,68,22953,25504,0.79,4041,8,3,17.83,0
14570,55,64941,11980,0.62,7300,4,4,73.73,0
14571,39,91469,2844,0.18,11614,14,7,65.88,0
14572,32,96922,35572,0.79,2648,1,3,15.67,1
14573,36,81683,42849,0.77,10348,9,1,57.78,1
